"","Category","Type","Organisation","Organisation_type","Country","City","Source"
"493","Divestment","Full","United Church of Canada","Faith-based Organization","Canada","Toronto","http://www.cbc.ca/news/business/united-church-votes-to-sell-off-its-fossil-fuel-assets-1.3187539"
"494","Divestment","Full","United Church of Christ, Minnesota Conference","Faith-based Organization","USA","Minneapolis","http://www.btlonline.org/2014/i/140207b-divest.jpg"
"495","Divestment","Full","United Reformed Church Synod of Scotland","Faith-based Organization","UK","Glasgow","http://brightnow.org.uk/news/united-reformed-church-urc-scotland-commits-divest/"
"496","Divestment","Full","Uniting Church of Australia Assembly","Faith-based Organization","Australia","Sydney","https://assembly.uca.org.au/news/item/1585-assembly-to-divest-from-fossil-fuels"
"497","Divestment","Full","Uniting Church, New South Wales & ACT, Australia","Faith-based Organization","Australia","Sydney","http://www.insights.uca.org.au/synod-2013/church-to-divest-from-corporations-engaged-in-the-extraction-of-fossil-fuels"
"498","Divestment","Full","Unity College","Educational Institution","USA","Unity","--"
"499","Divestment","Full","Unity Temple Unitarian Universalist Congregation, IL","Faith-based Organization","USA","Oak Park","--"
"500","Divestment","Full","University of Bedfordshire","Educational Institution","UK","Luton","http://gofossilfree.org/uk/press-release/university-of-bedfordshire-commits-to-not-invest-in-the-fossil-fuel-industry/"
"501","Divestment","Full","University of California","Educational Institution","USA","Oakland","https://www.rollingstone.com/politics/politics-news/university-of-california-system-divestment-fossil-fuels-886203/amp/#aoh=15688589445220&referrer=https%3A%2F%2Fwww.google.com&amp_tf=From%20%251%24s"
"502","Divestment","Full","University of Dayton","Educational Institution","USA","Dayton","--"
"503","Divestment","Full","University of Edinburgh","Educational Institution","UK","Edinburgh","https://twitter.com/peopleandplanet/status/960646910464970752"
"504","Divestment","Full","University of Glasgow","Educational Institution","UK","Glasgow","http://www.gla.ac.uk/news/archiveofnews/2014/october/headline_364008_en.html"
"505","Divestment","Full","University of Hawaii","Educational Institution","USA","Honolulu","http://350hawaii.org/?p=274&utm_content=bufferb794a&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer"
"506","Divestment","Coal and Tar Sands Only","University of Hertfordshire","Educational Institution","UK","Hatfield","http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/"
"507","Divestment","Coal Only","University of Maine System","Educational Institution","USA","Bangor","http://350.org/wp-content/uploads/2015/01/10615341_688676147916110_408539276513572856_n.png"
"508","Divestment","Full","University of Maryland","Educational Institution","USA","College Park","http://www.baltimoresun.com/news/maryland/education/bs-md-usmf-divestment-20160628-story.html"
"509","Divestment","Full","University of Massachusetts Foundation","Educational Institution","USA","Boston","http://www.masslive.com/news/index.ssf/2015/12/umass_foundation_says_will_div.html"
"510","Divestment","Full","University of Otago Foundation Trust","Educational Institution","New Zealand","Dunedin","http://www.scoop.co.nz/stories/SC1507/S00045/uni-of-otago-foundation-trust-divests-from-fossil-fuel.htm"
"511","Divestment","Coal and Tar Sands Only","University of Portsmouth","Educational Institution","UK","Portsmouth","http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/"
"512","Divestment","Full","University of Sheffield","Educational Institution","UK","Sheffield","http://blog.peopleandplanet.org/blog/2015/11/30/press-release-the-university-of-sheffield-commits-to-divest-39m-from-fossil-fuels/"
"513","Divestment","Full","University of Southampton","Educational Institution","UK","Southampton","https://southamptonclimatechange.wordpress.com/2016/05/21/fossil-free-divestment-campaign-sees-success-at-university-of-southampton/"
"514","Divestment","Full","University of Surrey","Educational Institution","UK","Guildford","http://blog.peopleandplanet.org/blog/2015/10/20/university-of-surrey-first-to-divest-this-academic-year-press-release/"
"515","Divestment","Partial","University of Sydney","Educational Institution","Australia","Sydney","--"
"516","Divestment","Full","University of the Arts London","Educational Institution","UK","London","--"
"517","Divestment","Full","University of Warwick","Educational Institution","UK","Coventry","http://gofossilfree.org/uk/press-release/university-of-warwick-commits-to-divest-from-fossil-fuels/"
"518","Divestment","Coal Only","University of Washington","Educational Institution","USA","Seattle","http://www.washington.edu/news/2015/05/14/uw-regents-vote-to-divest-from-coal-companies/
http://www.enewspf.com/latest-news/science/science-a-environmental/61328-university-of-washington-becomes-leader-in-divestment-movement-votes-to-cease-holdings-in-coal-companies.html"
"519","Divestment","Coal and Tar Sands Only","University of Westminster","Educational Institution","UK","London","http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/"
"520","Divestment","Partial","Yale University","Educational Institution","USA","New Haven","http://yaledailynews.com/blog/2016/04/12/yale-begins-divestment-from-fossil-fuels/"
"521","Divestment","Full","UU Church of Boulder, CO","Faith-based Organization","USA","Boulder","http://uuchurchofboulder.org/blog/2015/04/uucb-fossil-fuel-divestment-resolution/"
"522","Divestment","Full","UU Congregation of Binghamton, NY","Faith-based Organization","USA","Binghamton","--"
"523","Divestment","Full","V. Kann Rasmussen Foundation","Philanthropic Foundation","USA","New York","--"
"524","Divestment","Partial","The Velux Foundations","Philanthropic Foundation","Denmark","Søborg","http://divestinvest.org/philanthropy/signatories/#/signatories/the-velux-foundations"
"525","Divestment","Full","Victoria University of Wellington","Educational Institution","New Zealand","Wellington","http://www.victoria.ac.nz/news/2014/victoria-university-to-review-its-investment-in-carbon-emitting-fossil-fuels"
"526","Divestment","Full","Vincent Wildlife Trust","NGO","UK","Ledbury","http://www.vwt.org.uk/wp-content/uploads/2015/04/vwt-annual-report-2013.pdf"
"527","Divestment","Full","Wahcumba Super Fund","Pension Fund","Australia","--","--"
"528","Divestment","Full","Wallace Global Fund","Philanthropic Foundation","USA","Washington","--"
"529","Divestment","Full","Warren Wilson College","Educational Institution","USA","Swannanoa","http://www.warren-wilson.edu/community-news/warren-wilson-college-commits-to-fossil-fuel-divestment"
"530","Divestment","Full","Water Dragon Foundation","Philanthropic Foundation","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge/c1t44"
"531","Divestment","Full","Waterloo Foundation","Philanthropic Foundation","UK","Llandaff","Financial Times: ""Prince Charles shuns fossil fuel investments,"" Plita Clark, April 26, 2020"
"532","Divestment","Full","Wermuth Family Office","Philanthropic Foundation","Germany","Berlin","http://divestinvest.org/wp-content/uploads/2015/06/PRESS-RELEASE-Divest-Invest-June-Announcement.pdf"
"533","Divestment","Full","Westtown Monthly Meeting","Faith-based Organization","USA","West Chester","--"
"534","Divestment","Full","The Wilderness Society","NGO","USA","Washington","--"
"535","Divestment","Full","The Winslow Foundation","Philanthropic Foundation","USA","--","--"
"536","Divestment","Coal and Tar Sands Only","Wolfson College","Educational Institution","UK","Oxford","http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/"
"537","Divestment","Full","Wombat Super","Pension Fund","Australia","--","http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987"
"538","Divestment","Full","Woodward Charitable Trust","Philanthropic Foundation","UK","London","http://divestinvest.org/wp-content/uploads/2015/06/PRESS-RELEASE-Divest-Invest-June-Announcement.pdf"
"539","Divestment","Full","World Council of Churches","Faith-based Organization","Switzerland","Le Grand-Saconnex","--"
"540","Divestment","Full","WWF-UK","NGO","UK","Woking","http://www.wwf.org.uk/about_wwf/other_publications/environmental_report/environmental_report_archive/environmental_report_20062/investment.cfm"
"541","Divestment","Full","Chicago Medical Society","Healthcare Institution","USA","Chicago","http://www.cmsdocs.org/news/message-from-the-president-37"
"542","Divestment","Full","District of Columbia Retirement Board","Pension Fund","USA","Washington","http://dcdivest.org/2016/06/06/dc-divests-pension-fund-oil-gas-coal-companies/"
"543","Divestment","Full","Oregon Metro","NGO","USA","Portland","https://drive.google.com/drive/u/1/folders/0B-va3no-oMaBRXdMdFBSV2JMRUU"
"544","Divestment","Full","McKenzie River Gathering Foundation","Philanthropic Foundation","USA","Portland","--"
"545","Divestment","Partial","City of Stuttgart","Government","Germany","Stuttgart","http://gofossilfree.org/stuttgart-pulls-out-of-fossil-fuels/"
"546","Divestment","Full","Hastings Borough Council","Government","UK","Hastings","http://www.hastingsobserver.co.uk/news/campaigners-joy-as-hastings-council-agrees-fossil-fuel-divestment-1-7328414"
"547","Divestment","Full","Field Museum in Chicago","Cultural Institution","USA","Chicago","https://insideclimatenews.org/news/15112015/science-museums-cut-financial-ties-fossil-fuel-industry-field-museum-california-academy-sciences"
"548","Divestment","Full","Evangelical Lutheran Church in America","Faith-based Organization","USA","Chicago","https://www.lutheranworld.org/news/lwf-announces-decision-not-invest-fossil-fuels"
"549","Divestment","Coal Only","Publica","Pension Fund","Switzerland","Bern","https://www.publica.ch/en/investments/responsible-investments/esg-risk-analysis/climate-change"
"550","Divestment","Full","The New Zealand Tertiary Education Union","Educational Institution","New Zealand","Wellington","http://teu.ac.nz/2016/08/fossil-divestment-policy/"
"551","Divestment","Full","Queensland University of Technology","Educational Institution","Australia","Brisbane","https://www.qut.edu.au/about/governance-and-policy/statement-on-responsible-investment"
"552","Divestment","Full","Univeristy of Oregon Foundation","Educational Institution","USA","Eugene","http://www.uofoundation.org/s/1540/foundation/index.aspx?sid=1540&gid=1&pgid=6167"
"553","Divestment","Coal and Tar Sands Only","Church in Wales","Faith-based Organization","UK","--","http://cinw.s3.amazonaws.com/wp-content/uploads/2013/08/CIF-2015-LED-English-Final-online.pdf"
"554","Divestment","Full","City of Paris","Government","France","--","http://w81-api.apps.paris.fr/images/154658.pdf"
"555","Divestment","Full","City of la Rochelle","Government","France","--","http://www.ville-larochelle.fr/fileadmin/user_upload/www.ville-larochelle.fr/la_mairie/Conseil_municipaux/CR_25_janvier_2016.pdf"
"556","Divestment","Full","County council of Loiret","Government","France","--","http://www.loiret.fr/jsp/saisie/liste_fichiergw.jsp?OBJET=DOCUMENT&CODE=1452067328779&LANGUE=0"
"557","Divestment","Full","Le Mans city","Government","France","--","http://extra.lemans.fr/deliberations/lmm/20151217/Documents/-VOEU%20EN%20FAVEUR%20DE%20LA%20TRANSITION%20ENERGETIQUE.pdf"
"558","Divestment","Full","Departmental council of Essonne","Government","France","--","http://rge91.fr/wp-content/uploads/2016/03/Assembl%C3%A9e-D%C3%A9partementale-du-14-Mars-2016.pdf"
"559","Divestment","Full","City of Ravoire","Government","France","--","http://www.laravoire.com/images/stories/La_Mairie/compte_rendu_Conseil_municipal/CR_SUCCINT_CM_30.11.2015.pdf"
"560","Divestment","Full","City of Lille","Government","France","--","http://www.lille.fr/content/download/11947/178119/file/compte_rendu_succinct_cm_27_novembre_2015.pdf"
"561","Divestment","Full","Town of Cherbourg","Government","France","--","http://cotentin.eelv.fr/des-motions-pour-le-desinvestissement-fossile-votees-a-linitiative-des-elus-eelv/"
"562","Divestment","Full","City of Hellemes","Government","France","--","--"
"563","Divestment","Full","Rennes","Government","France","--","--"
"564","Divestment","Full","Bordeaux","Government","France","--","http://www.bordeaux.fr/images/ebx/fr/CM/10255/9/pieceJointeSpec/128725/file/PV_20151123.pdf"
"565","Divestment","Full","Strasbourg","Government","France","--","http://media.strasbourg.eu/alfresco/d/d/workspace/SpacesStore/af417a66-830d-4eb9-9c33-bf661c0a0c98/20151120_CRS_CM.pdf"
"566","Divestment","Full","Town of Colombes","Government","France","--","https://www.colombes.fr/reportages-videos-137/conseil-municipal-du-mois-de-novembre-2015-1104.html?cHash=9bb3963575c1fcca86ddcd594ac8cd10"
"567","Divestment","Full","Town of Pierrefitte sur Seine","Government","France","--","http://www.mairie-pierrefitte93.fr/content/download/21604/279051/file/Conseil%20municipal%20du%20jeudi%2019%20novembre%202015.PDF"
"568","Divestment","Coal Only","Dijon","Government","France","--","http://21.eelv.fr/desinvestissement-carbone-voeu-presente-par-les-elus-de-la-majorite-municipale-au-conseil-municipal-du-lundi-16-novembre-2015/"
"569","Divestment","Full","Town of Ambérieu en Bugey","Government","France","--","http://www.vivonsnotreville-amberieu.com/wp-content/uploads/2015/10/Compte-Rendu-Conseil_11_decembre_2015.pdf"
"570","Divestment","Full","Urban community of Hénin-Carvin","Government","France","--","http://www.agglo-henincarvin.fr/content/download/5604/28710/file/conseil_14oct2015.pdf"
"571","Divestment","Full","City of Frouzins","Government","France","--","http://www.mairie-frouzins.fr/_resources/Votre%2520Mairie/Compte-rendu%2520du%252010%2520d%25C3%25A9cembre%25202015.pdf?download=true"
"572","Divestment","Full","Town of Saint Maur des Fosse","Government","France","--","http://www.saint-maur.com/IMG/pdf/compte_rendu_cm_du_10_d_r_cembre_2015_gm.pdf"
"573","Divestment","Full","City of Venissieux","Government","France","--","--"
"574","Divestment","Full","Town of Allonnes","Government","France","--","http://allonnes.fr/fileadmin/user_upload/fichiers/PDF_en_telechargement/Allonnes_citoyenne/Deliberations_CM/Voeu_transition_e__nerge__tique.pdf"
"575","Divestment","Full","Montreuil","Government","France","--","http://www.montreuil.fr/uploads/tx_egestiondoc/PV-CM-4-11-2015.pdf"
"576","Divestment","Full","City of Savenay","Government","France","--","http://gofossilfree.org/fr/wp-content/uploads/sites/11/2016/01/savenay.pdf"
"577","Divestment","Full","Town of Saint Herblain","Government","France","--","http://www.saint-herblain.fr/content/download/1856/12520/file/pvcm_14_12_2015.pdf"
"578","Divestment","Full","First district of the city of Lyon","Government","France","--","http://lyon.eelv.fr/un-voeu-pour-accelerer-le-desinvestissement-carbone-des-partenaires-de-la-ville-communique-de-presse-3-novembre-2015/"
"579","Divestment","Full","Regional Council Rhône Alpes","Government","France","--","http://deliberations.rhonealpes.fr/RecueilsPDF/2015/Assembl%C3%A9ePl%C3%A9ni%C3%A8re/r%C3%A9union%20du%2029%20juin%202015/d%C3%A9lib%C3%A9rations/00.DGMTRE%20voeux%20g%C3%A9n%C3%A9raux.PDF"
"580","Divestment","Full","Regional Council Ile de France","Government","France","--","http://gofossilfree.org/fr/wp-content/uploads/sites/11/2016/01/IDF.pdf"
"581","Divestment","Full","Regional council Burgundy","Government","France","--","--"
"582","Divestment","Full","Regional council of Poitou-Charente","Government","France","--","http://www.poitou-charentes.fr/files/assemblee_regionale/arretes/2015-06-26-session/2015CR057.pdf"
"583","Divestment","Full","Regional council of Champagne-Ardennes","Government","France","--","https://www.cr-champagne-ardenne.fr/Lists/Deliberations/001-Delib-AP-26-octobre-2015.pdf"
"584","Divestment","Full","Town of Saint Denis","Government","France","--","--"
"585","Divestment","Full","Bordeaux Métropole","Government","France","--","http://www.bordeaux.fr/images/ebx/fr/CM/10255/9/pieceJointeSpec/128725/file/PV_20151123.pdf"
"586","Divestment","Full","Urban community of Cherbourg","Government","France","--","http://cotentin.eelv.fr/des-motions-pour-le-desinvestissement-fossile-votees-a-linitiative-des-elus-eelv/"
"587","Divestment","Full","Gironde department","Government","France","--","http://www.gironde.fr/upload/docs/application/x-download/2015-06/voeu_engagement_dpt_desinvestissement_secteurs_contribuant_au_dereglement_climatique.pdf"
